DM Sigma Time Sample Downfact
0.00 6.12 24.137667 368648 9
0.00 11.68 24.199345 369590 14
0.00 11.48 24.229923 370057 14
0.00 5.99 24.353214 371940 20
0.00 6.72 24.383923 372409 14
0.00 11.63 24.414565 372877 14
0.00 5.67 24.507083 374290 14
0.00 9.90 24.5685 375228 9
0.00 6.13 24.568827 375233 9
0.00 6.46 24.66069 376636 6
0.00 6.93 24.691268 377103 3
0.00 5.95 24.722435 377579 4
0.00 6.35 24.753208 378049 20
0.00 8.59 24.814429 378984 14
0.00 5.20 24.84481 379448 4
0.00 6.28 24.875911 379923 6
0.00 6.35 24.906554 380391 6
0.00 8.40 24.936607 380850 9
0.00 9.25 24.967119 381316 14
0.00 5.89 25.058327 382709 6
0.00 7.16 25.089298 383182 4
0.00 8.06 25.119482 383643 30
0.00 5.85 25.120595 383660 30
0.00 6.35 25.15019 384112 4
0.00 7.49 25.180702 384578 9
0.00 8.66 25.271845 385970 14
0.00 9.65 25.302226 386434 14
0.00 6.90 25.332476 386896 9
0.00 12.11 25.362792 387359 14
0.00 5.66 25.42375 388290 4
0.00 11.63 25.453869 388750 14
0.00 8.44 25.514304 389673 9
0.00 5.62 25.575065 390601 3
0.00 5.33 25.635565 391525 70
0.00 7.25 25.665357 391980 9
0.00 8.13 25.695411 392439 9
0.00 5.84 25.740917 393134 1
0.00 8.27 25.755911 393363 14
0.00 5.23 25.785833 393820 2
0.00 10.21 25.816738 394292 4
0.00 8.19 25.846661 394749 14
0.00 7.81 25.876583 395206 6
0.00 6.34 25.906702 395666 4
0.00 6.19 25.937214 396132 20
0.00 7.25 25.967464 396594 20
0.00 5.36 26.027768 397515 14
0.00 7.84 26.05756 397970 9
0.00 5.24 26.117798 398890 4
0.00 7.69 26.148244 399355 14
0.00 5.76 26.208875 400281 6
0.00 9.13 26.26944 401206 14
0.00 7.17 26.32981 402128 14
0.00 10.92 26.360387 402595 14
0.00 7.99 26.369554 402735 70
0.00 6.78 26.39044 403054 9
0.00 7.83 26.418137 403477 100
0.00 6.99 26.481518 404445 14
0.00 11.18 26.511637 404905 9
0.00 7.87 26.55747 405605 150
0.00 7.25 26.572333 405832 9
0.00 5.27 26.572661 405837 9
0.00 9.27 26.6035 406308 45
0.00 5.03 26.605006 406331 45
0.00 5.59 26.633881 406772 3
0.00 7.23 26.654375 407085 100
0.00 8.26 26.694119 407692 9
0.00 6.86 26.702696 407823 100
0.00 7.38 26.724762 408160 9
0.00 9.89 26.752851 408589 100
0.00 6.39 26.75619 408640 100
0.00 7.34 26.803595 409364 100
0.00 6.77 26.854405 410140 70
0.00 5.13 26.856762 410176 70
0.00 10.76 26.90731 410948 14
0.00 6.99 26.937821 411414 9
0.00 6.61 26.958185 411725 100
0.00 8.76 27.008405 412492 100
0.00 7.91 27.030863 412835 14
0.00 5.12 27.058363 413255 70
0.00 7.83 27.093131 413786 6
0.00 5.95 27.104327 413957 45
0.00 5.32 27.123577 414251 3
0.00 14.19 27.154613 414725 14
0.00 5.28 27.203196 415467 70
0.00 8.26 27.215833 415660 9
0.00 10.09 27.246804 416133 14
0.00 8.39 27.277577 416603 3
0.00 5.35 27.293095 416840 150
0.00 6.74 27.30822 417071 9
0.00 9.87 27.338732 417537 45
0.00 6.61 27.341155 417574 70
0.00 6.39 27.369833 418012 14
0.00 6.23 27.400607 418482 3
0.00 5.88 27.431446 418953 4
0.00 8.13 27.462286 419424 9
0.00 8.91 27.52403 420367 14
0.00 5.97 27.555065 420841 14
0.00 5.87 27.585839 421311 9
0.00 6.14 27.61681 421784 9
0.00 8.19 27.678881 422732 9
0.00 5.33 27.709589 423201 9
0.00 6.17 27.740298 423670 14
0.00 5.72 27.770679 424134 9
0.00 6.82 27.801321 424602 6
0.00 10.02 27.862804 425541 6
0.00 6.51 27.893512 426010 3
0.00 5.48 27.955976 426964 14
0.00 6.04 27.986881 427436 2
0.00 7.86 28.018048 427912 3
0.00 7.16 28.04928 428389 6
0.00 5.16 28.142518 429813 9
0.00 5.89 28.172506 430271 45
0.00 8.89 28.204262 430756 14
0.00 6.53 28.204786 430764 14
0.00 6.84 28.234774 431222 9
0.00 9.07 28.296649 432167 14
0.00 11.44 28.358393 433110 9
0.00 9.38 28.41994 434050 9
0.00 5.58 28.420268 434055 9
0.00 11.05 28.450714 434520 9
0.00 7.34 28.451042 434525 9
0.00 5.40 28.481881 434996 14
0.00 5.89 28.543494 435937 14
0.00 10.62 28.574006 436403 9
0.00 6.13 28.605238 436880 6
0.00 5.96 28.635226 437338 14
0.00 5.54 28.665214 437796 4
0.00 14.04 28.725911 438723 9
0.00 10.92 28.756488 439190 6
0.00 9.79 28.786673 439651 9
0.00 6.65 28.787 439656 9
0.00 9.99 28.81725 440118 14
0.00 9.16 28.847827 440585 6
0.00 6.75 28.939821 441990 6
0.00 8.42 28.970071 442452 9
0.00 5.53 28.970399 442457 9
0.00 5.96 29.000714 442920 6
0.00 7.58 29.030964 443382 9
0.00 5.03 29.035482 443451 1
0.00 8.26 29.061935 443855 14
0.00 8.09 29.092185 444317 9
0.00 12.99 29.123351 444793 14
0.00 12.17 29.154125 445263 14
0.00 7.18 29.184702 445730 9
0.00 9.27 29.276958 447139 9
0.00 9.71 29.308125 447615 9
0.00 5.83 29.338571 448080 14
0.00 8.21 29.369149 448547 14
0.00 8.47 29.430369 449482 14
0.00 8.42 29.461274 449954 6
0.00 11.70 29.491262 450412 9
0.00 5.04 29.516274 450794 1
0.00 8.78 29.521905 450880 9
0.00 5.82 29.583125 451815 9
0.00 7.95 29.614161 452289 9
0.00 8.66 29.644476 452752 9
0.00 5.55 29.644804 452757 9
0.00 10.86 29.675381 453224 14
0.00 11.81 29.705893 453690 14
0.00 6.83 29.736339 454155 14
0.00 7.06 29.766655 454618 9
0.00 9.92 29.827548 455548 14
0.00 10.84 29.857601 456007 9
0.00 5.23 29.888179 456474 14
0.00 5.53 29.918298 456934 14
0.00 6.00 29.97906 457862 14
0.00 7.94 30.009179 458322 6
0.00 13.32 30.039821 458790 14
0.00 6.26 30.040345 458798 14
0.00 10.13 30.06994 459250 14
0.00 12.71 30.100452 459716 14
0.00 6.18 30.100976 459724 14
0.00 7.07 30.16056 460634 2
0.00 7.16 30.191268 461103 14
0.00 17.08 30.221649 461567 14
0.00 8.50 30.251637 462025 9
0.00 6.90 30.282018 462489 14
0.00 5.29 30.312202 462950 14
0.00 11.45 30.342256 463409 9
0.00 8.73 30.372571 463872 14
0.00 11.01 30.402952 464336 14
0.00 12.20 30.433333 464800 14
0.00 6.89 30.46378 465265 14
0.00 7.68 30.524214 466188 14
0.00 6.86 30.554399 466649 9
0.00 11.85 30.584976 467116 9
0.00 6.83 30.585304 467121 4
0.00 8.24 30.615292 467579 9
0.00 5.47 30.645411 468039 9
0.00 6.59 30.676054 468507 14
0.00 5.41 30.706173 468967 14
0.00 6.78 30.736488 469430 14
0.00 12.94 30.766673 469891 14
0.00 5.67 30.796923 470353 6
0.00 6.47 30.827173 470815 9
0.00 5.52 30.857554 471279 2
0.00 6.52 30.888327 471749 14
0.00 12.73 30.949613 472685 14
0.00 5.97 30.980256 473153 14
0.00 9.40 31.01103 473623 14
0.00 6.30 31.041542 474089 9
0.00 7.32 31.072315 474559 20
0.00 9.07 31.133208 475489 14
0.00 8.11 31.194232 476421 14
0.00 7.16 31.224744 476887 14
0.00 9.95 31.255976 477364 14
0.00 8.48 31.286881 477836 14
0.00 14.59 31.318048 478312 14
0.00 8.45 31.348952 478784 9
0.00 5.35 31.357726 478918 100
0.00 6.74 31.379923 479257 6
0.00 9.45 31.406637 479665 150
0.00 6.58 31.548655 481834 100
0.00 9.11 31.594488 482534 45
0.00 6.43 31.626375 483021 6
0.00 5.95 31.649815 483379 70
0.00 5.55 31.657214 483492 6
0.00 10.73 31.688381 483968 9
0.00 6.65 31.688708 483973 9
0.00 5.45 31.750714 484920 45
0.00 8.15 31.780571 485376 14
0.00 7.35 31.811083 485842 14
0.00 5.95 31.841595 486308 6
0.00 5.42 31.853446 486489 70
0.00 12.59 31.872631 486782 9
0.00 10.36 31.903077 487247 14
0.00 6.93 31.933589 487713 9
0.00 6.22 31.95703 488071 100
0.00 6.34 32.00319 488776 100
0.00 13.10 32.056815 489595 14
0.00 11.48 32.087393 490062 9
0.00 6.70 32.118036 490530 9
0.00 7.23 32.143048 490912 70
0.00 5.78 32.149988 491018 1
0.00 6.01 32.191304 491649 20
0.00 8.20 32.209571 491928 9
0.00 10.81 32.240607 492402 70
0.00 6.51 32.242964 492438 70
0.00 5.26 32.311125 493479 1
0.00 5.50 32.361149 494243 3
0.00 5.26 32.361673 494251 3
0.00 7.39 32.392119 494716 14
0.00 11.43 32.422435 495179 6
0.00 5.47 32.45275 495642 9
0.00 8.94 32.573357 497484 9
0.00 5.35 32.633464 498402 14
0.00 9.58 32.663518 498861 14
0.00 7.00 32.693506 499319 9
0.00 6.68 32.724018 499785 9
0.00 6.96 32.75394 500242 4
0.00 6.59 32.784387 500707 14
0.00 7.22 32.84456 501626 9
0.00 6.16 32.935244 503011 14
0.00 10.31 32.965298 503470 14
0.00 7.95 32.995351 503929 6
0.00 6.02 32.995613 503933 6
0.00 5.74 33.025601 504391 14
0.00 6.72 33.085643 505308 14
0.00 5.67 33.115565 505765 14
0.00 11.70 33.145357 506220 9
0.00 6.93 33.175411 506679 14
0.00 9.47 33.205333 507136 14
0.00 6.97 33.234929 507588 20
0.00 5.87 33.265244 508051 14
0.00 6.41 33.295036 508506 14
0.00 9.23 33.325351 508969 14
0.00 5.44 33.355732 509433 6
0.00 11.56 33.385917 509894 14
0.00 5.08 33.415905 510352 6
0.00 8.63 33.506524 511736 6
0.00 7.80 33.536381 512192 9
0.00 5.69 33.566238 512648 9
0.00 7.24 33.596292 513107 4
0.00 8.53 33.626345 513566 20
0.00 5.51 33.656333 514024 6
0.00 5.33 33.686256 514481 1
0.00 8.29 33.716899 514949 14
0.00 5.10 33.726982 515103 45
0.00 7.87 33.777464 515874 9
0.00 8.26 33.80778 516337 9
0.00 8.39 33.83803 516799 6
0.00 12.11 33.868673 517267 9
0.00 6.49 33.89853 517723 9
0.00 9.13 33.92878 518185 9
0.00 5.53 33.959095 518648 14
0.00 8.57 34.050107 520038 14
0.00 8.49 34.080554 520503 14
0.00 9.46 34.171696 521895 9
0.00 6.63 34.172024 521900 9
0.00 6.31 34.202012 522358 2
0.00 12.14 34.23272 522827 14
0.00 6.43 34.262905 523288 6
0.00 7.99 34.293482 523755 14
0.00 6.47 34.354179 524682 4
0.00 6.33 34.384363 525143 14
0.00 8.58 34.41481 525608 6
0.00 5.59 34.44519 526072 9
0.00 12.27 34.475702 526538 14
0.00 6.44 34.566256 527921 6
0.00 5.70 34.596702 528386 20
0.00 7.34 34.627018 528849 9
0.00 7.33 34.718554 530247 14
0.00 8.12 34.748804 530709 9
0.00 11.45 34.779577 531179 9
0.00 9.39 34.809958 531643 14
0.00 5.51 34.840143 532104 3
0.00 5.89 34.932071 533508 9
0.00 9.78 34.993619 534448 14
0.00 5.26 35.086137 535861 2
0.00 8.80 35.116911 536331 9
0.00 8.55 35.148077 536807 6
0.00 5.95 35.178589 537273 14
0.00 7.16 35.209298 537742 14
0.00 9.38 35.301226 539146 14
0.00 7.28 35.363036 540090 14
0.00 10.65 35.39381 540560 9
0.00 7.30 35.487506 541991 6
0.00 8.52 35.518476 542464 6
0.00 7.13 35.54925 542934 14
0.00 6.41 35.580089 543405 6
0.00 7.33 35.672083 544810 9
0.00 6.26 35.703054 545283 9
0.00 8.56 35.733435 545747 9
0.00 5.53 35.733762 545752 9
0.00 6.28 35.764798 546226 6
0.00 5.47 35.795244 546691 6
0.00 8.55 35.826214 547164 6
0.00 7.43 35.85725 547638 9
0.00 6.80 35.888875 548121 6
0.00 10.16 35.919125 548583 9
0.00 11.00 35.949768 549051 9
0.00 6.54 35.980411 549519 9
0.00 5.89 36.042024 550460 6
0.00 13.47 36.072732 550929 9
0.00 5.85 36.103048 551392 14
0.00 8.33 36.194583 552790 6
0.00 8.38 36.225423 553261 14
0.00 7.10 36.255673 553723 2
0.00 6.99 36.256196 553731 4
0.00 5.46 36.286577 554195 14
0.00 11.68 36.439857 556536 14
0.00 8.33 36.470238 557000 9
0.00 9.75 36.501012 557470 9
0.00 6.21 36.563214 558420 30
0.00 5.56 36.596869 558934 100
0.00 12.91 36.624107 559350 9
0.00 7.33 36.643815 559651 100
0.00 7.29 36.654554 559815 9
0.00 7.13 36.68919 560344 150
0.00 10.27 36.716429 560760 4
0.00 5.28 36.776863 561683 9
0.00 10.82 36.80744 562150 14
0.00 10.73 36.83769 562612 9
0.00 5.51 36.882018 563289 20
0.00 5.69 36.934988 564098 100
0.00 6.65 36.989071 564924 70
0.00 5.22 37.012185 565277 30
0.00 8.42 37.020958 565411 4
0.00 5.97 37.082048 566344 6
0.00 6.01 37.08853 566443 70
0.00 5.25 37.112429 566808 2
0.00 7.73 37.140845 567242 100
0.00 5.35 37.18969 567988 70
0.00 5.37 37.236179 568698 45
0.00 5.32 37.294518 569589 20
0.00 6.03 37.333149 570179 100
0.00 7.40 37.354625 570507 9
0.00 7.17 37.380292 570899 100
0.00 5.01 37.385333 570976 9
0.00 8.13 37.415387 571435 9
0.00 6.53 37.42678 571609 70
0.00 6.92 37.474905 572344 100
0.00 7.51 37.506661 572829 9
0.00 12.88 37.537565 573301 14
0.00 5.26 37.538089 573309 14
0.00 6.24 37.567881 573764 9
0.00 6.20 37.721292 576107 20
0.00 6.79 37.781923 577033 14
0.00 5.59 37.81178 577489 70
0.00 11.00 37.843208 577969 9
0.00 9.39 37.873851 578437 9
0.00 5.09 37.905149 578915 4
0.00 11.35 37.96578 579841 14
0.00 8.61 37.996488 580310 9
0.00 6.76 38.027327 580781 14
0.00 11.67 38.11919 582184 14
0.00 7.95 38.149571 582648 6
0.00 9.00 38.180214 583116 9
0.00 7.29 38.362696 585903 14
0.00 8.36 38.423458 586831 6
0.00 12.17 38.454036 587298 14
0.00 5.69 38.45456 587306 14
0.00 8.99 38.51506 588230 9
0.00 10.65 38.545506 588695 9
0.00 6.80 38.545833 588700 9
0.00 6.90 38.575952 589160 6
0.00 6.85 38.606399 589625 9
0.00 10.21 38.636845 590090 14
0.00 5.34 38.667226 590554 14
0.00 10.07 38.697411 591015 9
0.00 5.74 38.697738 591020 9
0.00 7.33 38.757976 591940 9
0.00 5.82 38.758304 591945 6
0.00 9.41 38.788292 592403 9
0.00 10.96 38.819 592872 14
0.00 5.70 38.830262 593044 100
0.00 7.04 38.849446 593337 14
0.00 9.85 38.880155 593806 20
0.00 5.87 38.910798 594274 9
0.00 7.07 38.941048 594736 6
0.00 10.64 38.971756 595205 9
0.00 6.05 38.972083 595210 9
0.00 9.23 39.002464 595674 9
0.00 6.48 39.032976 596140 9
0.00 7.22 39.063946 596613 14
0.00 8.24 39.155286 598008 9
0.00 10.30 39.248524 599432 14
0.00 8.34 39.27956 599906 14
0.00 5.93 39.311446 600393 150
0.00 6.58 39.341435 600851 4
0.00 10.58 39.372994 601333 14
0.00 9.94 39.403899 601805 9
0.00 5.28 39.404226 601810 9
0.00 11.28 39.434935 602279 9
0.00 5.92 39.435262 602284 9
0.00 5.16 39.496482 603219 14
0.00 11.51 39.527256 603689 9
0.00 10.06 39.558095 604160 9
0.00 10.20 39.588411 604623 14
0.00 8.89 39.649631 605558 14
0.00 8.57 39.680143 606024 14
0.00 5.43 39.741429 606960 9
0.00 6.63 39.832899 608357 6
0.00 6.09 39.893595 609284 3
0.00 5.49 39.923911 609747 4
0.00 7.16 39.984869 610678 14
0.00 6.33 40.014923 611137 9
0.00 6.45 40.076012 612070 6
0.00 8.17 40.106982 612543 14
0.00 8.00 40.137494 613009 9
0.00 8.15 40.168202 613478 14
0.00 6.59 40.198714 613944 20
0.00 7.21 40.229226 614410 9
0.00 6.32 40.259673 614875 3
0.00 9.12 40.289988 615338 14
0.00 5.09 40.320435 615803 6
0.00 8.79 40.350685 616265 9
0.00 5.66 40.351012 616270 9
0.00 6.37 40.380935 616727 9
0.00 7.19 40.472536 618126 9
0.00 8.95 40.503048 618592 6
0.00 5.31 40.50331 618596 6
0.00 7.88 40.564268 619527 9
0.00 7.09 40.655738 620924 9
0.00 6.84 40.716435 621851 14
0.00 7.51 40.746685 622313 14
0.00 5.22 40.807381 623240 14
0.00 6.32 40.898458 624631 30
0.00 5.84 40.928577 625091 6
0.00 12.93 41.01972 626483 14
0.00 12.39 41.049774 626942 9
0.00 9.69 41.201024 629252 9
0.00 8.16 41.231274 629714 14
0.00 5.94 41.261393 630174 14
0.00 5.48 41.352339 631563 9
0.00 10.08 41.412905 632488 9
0.00 10.28 41.443351 632953 14
0.00 6.28 41.534167 634340 9
0.00 14.51 41.564286 634800 14
0.00 6.13 41.594732 635265 14
0.00 7.27 41.624851 635725 9
0.00 7.43 41.630613 635813 70
0.00 5.65 41.655887 636199 20
0.00 9.84 41.678804 636549 100
0.00 5.05 41.726732 637281 150
0.00 6.45 41.747488 637598 6
0.00 8.59 41.777738 638060 14
0.00 5.35 41.817679 638670 100
0.00 5.03 41.838893 638994 14
0.00 12.96 41.869601 639463 14
0.00 9.02 41.915042 640157 100
0.00 5.61 41.930887 640399 4
0.00 8.06 41.964083 640906 100
0.00 6.45 41.967554 640959 100
0.00 5.51 41.994333 641368 70
0.00 6.08 42.022488 641798 9
0.00 6.21 42.07081 642536 100
0.00 5.56 42.118411 643263 150
0.00 6.70 42.172429 644088 100
0.00 6.52 42.22481 644888 150
0.00 11.62 42.236268 645063 14
0.00 5.47 42.297161 645993 14
0.00 9.25 42.327607 646458 14
0.00 6.83 42.388631 647390 9
0.00 6.57 42.415673 647803 100
0.00 6.28 42.461571 648504 100
0.00 12.47 42.47997 648785 9
0.00 5.28 42.480298 648790 9
0.00 7.47 42.508125 649215 100
0.00 5.37 42.511857 649272 70
0.00 6.99 42.557298 649966 100
0.00 5.90 42.631679 651102 4
0.00 5.23 42.68131 651860 70
0.00 7.88 42.693292 652043 14
0.00 7.36 42.724 652512 14
0.00 8.09 42.754446 652977 9
0.00 5.15 42.876232 654837 2
0.00 5.06 42.937387 655771 9
0.00 8.03 42.998673 656707 6
0.00 5.51 43.029512 657178 14
0.00 6.38 43.113714 658464 70
0.00 7.67 43.15228 659053 14
0.00 13.29 43.214155 659998 14
0.00 9.12 43.244994 660469 14
0.00 5.45 43.275702 660938 9
0.00 8.78 43.399518 662829 9
0.00 5.30 43.429964 663294 20
0.00 6.12 43.460869 663766 14
0.00 5.08 43.491185 664229 9
0.00 5.09 43.497339 664323 45
0.00 9.78 43.552405 665164 9
0.00 5.42 43.552732 665169 9
0.00 6.25 43.613298 666094 9
0.00 5.13 43.629994 666349 70
0.00 9.23 43.674583 667030 14
0.00 7.02 43.735476 667960 9
0.00 6.32 43.766315 668431 9
0.00 7.96 43.796893 668898 14
0.00 11.87 43.827667 669368 14
0.00 5.14 43.858179 669834 14
0.00 10.61 43.919202 670766 9
0.00 11.93 43.950042 671237 14
0.00 6.40 43.950565 671245 14
0.00 8.52 43.980423 671701 9
0.00 6.87 44.010869 672166 9
0.00 6.13 44.04125 672630 6
0.00 5.12 44.071565 673093 3
0.00 6.47 44.10247 673565 9
0.00 10.68 44.133048 674032 14
0.00 8.09 44.16369 674500 9
0.00 6.37 44.194464 674970 14
0.00 8.69 44.256143 675912 14
0.00 9.14 44.286655 676378 9
0.00 11.98 44.317429 676848 9
0.00 8.60 44.317756 676853 9
0.00 11.80 44.348071 677316 14
0.00 7.48 44.409226 678250 9
0.00 6.56 44.47097 679193 9
0.00 5.56 44.563161 680601 20
0.00 5.31 44.594524 681080 20
0.00 6.15 44.654893 682002 4
0.00 11.79 44.685994 682477 9
0.00 6.38 44.71631 682940 9
0.00 6.45 44.746952 683408 9
0.00 5.83 44.777923 683881 14
0.00 7.44 44.839339 684819 9
0.00 5.28 44.869982 685287 9
0.00 10.38 44.900887 685759 9
0.00 5.61 44.901214 685764 9
0.00 5.10 44.932054 686235 30
0.00 12.51 44.992357 687156 9
0.00 8.22 44.992685 687161 9
0.00 6.77 45.023 687624 14
0.00 13.52 45.053381 688088 14
0.00 5.23 45.053905 688096 14
0.00 8.39 45.083696 688551 14
0.00 6.56 45.113881 689012 14
0.00 11.04 45.174774 689942 14
0.00 5.88 45.205089 690405 14
0.00 12.67 45.23547 690869 14
0.00 5.39 45.266244 691339 20
0.00 5.19 45.296298 691798 14
0.00 11.69 45.417429 693648 9
0.00 7.89 45.447548 694108 14
0.00 9.20 45.507982 695031 6
0.00 5.04 45.508244 695035 6
0.00 5.82 45.537643 695484 4
0.00 6.35 45.538494 695497 4
0.00 5.02 45.598929 696420 9
0.00 7.76 45.659363 697343 14
0.00 7.42 45.68981 697808 14
0.00 6.29 45.719929 698268 6
0.00 10.65 45.750179 698730 9
0.00 6.74 45.810744 699655 9
0.00 7.90 45.84106 700118 4
0.00 7.06 45.871375 700581 14
0.00 7.26 45.901625 701043 14
0.00 5.43 45.931744 701503 6
0.00 10.00 45.962125 701967 14
0.00 5.61 45.962649 701975 14
0.00 7.19 45.992179 702426 9
0.00 7.55 46.022756 702893 9
0.00 6.26 46.113048 704272 9
0.00 12.63 46.143756 704741 14
0.00 7.16 46.14428 704749 14
0.00 7.37 46.174006 705203 9
0.00 6.85 46.204387 705667 14
0.00 10.03 46.29494 707050 9
0.00 5.46 46.295268 707055 9
0.00 13.26 46.325452 707516 14
0.00 6.83 46.325976 707524 14
0.00 7.18 46.35531 707972 14
0.00 7.96 46.385232 708429 9
0.00 5.53 46.38556 708434 9
0.00 15.41 46.506494 710281 14
0.00 5.70 46.536548 710740 9
0.00 8.97 46.566929 711204 4
0.00 7.01 46.596786 711660 20
0.00 10.75 46.657024 712580 14
0.00 5.65 46.657548 712588 14
0.00 12.85 46.687339 713043 14
0.00 10.98 46.777369 714418 9
0.00 7.07 46.777696 714423 9
0.00 12.01 46.868185 715805 9
0.00 7.86 46.915065 716521 70
0.00 5.28 46.928161 716721 14
0.00 6.89 46.962798 717250 150
0.00 5.98 47.009875 717969 100
0.00 6.34 47.018518 718101 9
0.00 6.47 47.056298 718678 100
0.00 7.99 47.078952 719024 14
0.00 9.16 47.109202 719486 14
0.00 6.27 47.199429 720864 6
0.00 10.86 47.22981 721328 14
0.00 8.51 47.259863 721787 9
0.00 8.08 47.320625 722715 9
0.00 6.57 47.35081 723176 4
0.00 5.73 47.35703 723271 100
0.00 8.44 47.381583 723646 14
0.00 8.57 47.41203 724111 20
0.00 12.18 47.442345 724574 9
0.00 5.51 47.442673 724579 9
0.00 5.03 47.460351 724849 70
0.00 7.97 47.473054 725043 14
0.00 6.92 47.534208 725977 9
0.00 10.89 47.565179 726450 14
0.00 12.47 47.595887 726919 14
0.00 8.45 47.626595 727388 14
0.00 6.09 47.648333 727720 45
0.00 8.88 47.657631 727862 14
0.00 6.87 47.688601 728335 14
0.00 7.18 47.696851 728461 100
0.00 7.85 47.719179 728802 9
0.00 8.64 47.750345 729278 14
0.00 9.94 47.78125 729750 9
0.00 5.72 47.781577 729755 9
0.00 8.92 47.812024 730220 14
0.00 8.40 47.904214 731628 9
0.00 7.21 47.935119 732100 9
0.00 10.42 47.966024 732572 9
0.00 7.47 47.996536 733038 14
0.00 6.27 48.026982 733503 6
0.00 5.49 48.05769 733972 9
0.00 9.58 48.088268 734439 9
0.00 5.98 48.088595 734444 9
0.00 12.55 48.149881 735380 9
0.00 6.71 48.180327 735845 6
0.00 7.95 48.211429 736320 14
0.00 8.13 48.242268 736791 9
0.00 5.23 48.272845 737258 6
0.00 7.21 48.304012 737734 6
0.00 5.91 48.334982 738207 2
0.00 7.76 48.36556 738674 14
0.00 7.04 48.395875 739137 9
0.00 6.09 48.426321 739602 9
0.00 7.42 48.487345 740534 9
0.00 7.63 48.518315 741007 14
0.00 8.99 48.548565 741469 9
0.00 5.87 48.548893 741474 9
0.00 8.98 48.610506 742415 9
0.00 7.01 48.641345 742886 20
0.00 8.94 48.671923 743353 9
0.00 7.86 48.702631 743822 14
0.00 9.77 48.733077 744287 14
0.00 5.02 48.733667 744296 14
0.00 11.98 48.763458 744751 9
0.00 6.91 48.763786 744756 9
0.00 8.75 48.793839 745215 14
0.00 6.67 48.854536 746142 9
0.00 7.90 48.884917 746606 6
0.00 8.83 48.915756 747077 14
0.00 8.50 48.946202 747542 9
0.00 5.47 48.97678 748009 6
0.00 9.15 49.007292 748475 9
0.00 7.17 49.037804 748941 6
0.00 13.66 49.068315 749407 14
0.00 5.76 49.099613 749885 45
0.00 10.33 49.128619 750328 9
0.00 8.57 49.158935 750791 4
0.00 6.76 49.18925 751254 14
0.00 10.14 49.249619 752176 9
0.00 9.42 49.280065 752641 14
0.00 6.90 49.310643 753108 6
0.00 8.12 49.341089 753573 14
0.00 9.00 49.371208 754033 14
0.00 8.79 49.401589 754497 9
0.00 11.73 49.432167 754964 14
0.00 10.40 49.462482 755427 9
0.00 7.33 49.523506 756359 14
0.00 8.39 49.554149 756827 14
0.00 8.74 49.645619 758224 9
0.00 5.61 49.645946 758229 9
0.00 6.38 49.707167 759164 14
0.00 7.62 49.768321 760098 9
0.00 12.44 49.798899 760565 14
0.00 6.21 49.79975 760578 20
0.00 7.32 49.829738 761036 14
0.00 9.19 49.860315 761503 14
0.00 6.65 49.921732 762441 14
0.00 10.48 49.95244 762910 9
0.00 11.68 49.983345 763382 14
0.00 8.22 50.014185 763853 9
0.00 5.11 50.014512 763858 9
0.00 8.05 50.044827 764321 6
0.00 5.29 50.045089 764325 6
0.00 7.50 50.075929 764796 14
0.00 9.70 50.137673 765739 14
0.00 9.88 50.168512 766210 20
0.00 9.37 50.199024 766676 14
0.00 10.40 50.229732 767145 14
0.00 7.10 50.32153 768547 14
0.00 11.11 50.352107 769014 14
0.00 8.90 50.382619 769480 14
0.00 7.86 50.412935 769943 6
0.00 7.26 50.443839 770415 9
0.00 6.30 50.504863 771347 6
0.00 6.39 50.535899 771821 3
0.00 7.57 50.566083 772282 14
0.00 9.95 50.596661 772749 14
0.00 6.17 50.626976 773212 14
0.00 6.70 50.657292 773675 9
0.00 5.79 50.687476 774136 6
0.00 5.78 50.698411 774303 1
0.00 9.26 50.717857 774600 14
0.00 7.25 50.808345 775982 9
0.00 7.03 50.868714 776904 6
0.00 12.69 50.898964 777366 14
0.00 6.78 50.929083 777826 14
0.00 6.55 51.019179 779202 6
0.00 9.49 51.049756 779669 9
0.00 11.83 51.080202 780134 14
0.00 10.35 51.110452 780596 9
0.00 5.99 51.11078 780601 9
0.00 5.32 51.246315 782671 1
0.00 11.21 51.262619 782920 14
0.00 9.95 51.292869 783382 14
0.00 5.95 51.414196 785235 9
0.00 13.67 51.444774 785702 14
0.00 11.35 51.475155 786166 9
0.00 7.10 51.475482 786171 9
0.00 11.85 51.505536 786630 14
0.00 8.58 51.536048 787096 9
0.00 13.71 51.566363 787559 14
0.00 5.79 51.596548 788020 6
0.00 5.18 51.62169 788404 1
0.00 11.60 51.62719 788488 14
0.00 7.01 51.658881 788972 70
0.00 8.22 51.718464 789882 9
0.00 9.14 51.748714 790344 14
0.00 5.50 51.751857 790392 45
0.00 6.83 51.778899 790805 9
0.00 11.12 51.809083 791266 9
0.00 7.64 51.839661 791733 14
0.00 6.34 51.84778 791857 100
